sample,condition,raw
BRAIN_01,Healthy,9528
BRAIN_01,Healthy,5795
BRAIN_01,Healthy,1400
BRAIN_01,Healthy,22917
BRAIN_01,Healthy,2544
BRAIN_01,Healthy,7332
BRAIN_01,Healthy,2650
BRAIN_01,Healthy,16491
BRAIN_01,Healthy,10408
BRAIN_01,Healthy,5818
BRAIN_01,Healthy,7603
BRAIN_01,Healthy,16836
BRAIN_01,Healthy,13915
BRAIN_01,Healthy,9576
BRAIN_01,Healthy,10537
BRAIN_01,Healthy,2706
BRAIN_01,Healthy,3005
BRAIN_01,Healthy,10424
BRAIN_01,Healthy,7915
BRAIN_01,Healthy,26653
BRAIN_01,Healthy,22236
BRAIN_01,Healthy,11492
BRAIN_01,Healthy,1688
BRAIN_01,Healthy,5610
BRAIN_01,Healthy,2478
BRAIN_01,Healthy,15704
BRAIN_01,Healthy,29374
BRAIN_01,Healthy,5291
BRAIN_01,Healthy,1465
BRAIN_01,Healthy,14869
BRAIN_01,Healthy,1291
BRAIN_01,Healthy,6738
BRAIN_01,Healthy,17804
BRAIN_01,Healthy,10332
BRAIN_01,Healthy,18137
BRAIN_01,Healthy,16238
BRAIN_01,Healthy,10841
BRAIN_01,Healthy,10085
BRAIN_01,Healthy,3377
BRAIN_01,Healthy,11609
BRAIN_01,Healthy,16071
BRAIN_01,Healthy,3001
BRAIN_01,Healthy,1363
BRAIN_01,Healthy,2277
BRAIN_01,Healthy,8669
BRAIN_01,Healthy,1185
BRAIN_01,Healthy,8275
BRAIN_01,Healthy,11539
BRAIN_01,Healthy,23325
BRAIN_01,Healthy,13959
BRAIN_01,Healthy,7271
BRAIN_01,Healthy,9033
BRAIN_01,Healthy,2924
BRAIN_01,Healthy,10083
BRAIN_01,Healthy,7172
BRAIN_01,Healthy,10374
BRAIN_01,Healthy,3900
BRAIN_01,Healthy,13501
BRAIN_01,Healthy,1431
BRAIN_01,Healthy,4999
BRAIN_01,Healthy,2694
BRAIN_01,Healthy,16677
BRAIN_01,Healthy,2831
BRAIN_01,Healthy,7247
BRAIN_01,Healthy,8190
BRAIN_01,Healthy,20671
BRAIN_01,Healthy,8691
BRAIN_01,Healthy,4056
BRAIN_01,Healthy,2392
BRAIN_01,Healthy,8136
BRAIN_01,Healthy,14971
BRAIN_01,Healthy,1917
BRAIN_01,Healthy,6865
BRAIN_01,Healthy,10936
BRAIN_01,Healthy,30647
BRAIN_01,Healthy,14249
BRAIN_01,Healthy,7818
BRAIN_01,Healthy,7686
BRAIN_01,Healthy,1018
BRAIN_01,Healthy,12747
BRAIN_01,Healthy,10460
BRAIN_01,Healthy,2151
BRAIN_01,Healthy,12495
BRAIN_01,Healthy,6734
BRAIN_01,Healthy,23884
BRAIN_01,Healthy,3754
BRAIN_01,Healthy,5157
BRAIN_01,Healthy,29622
BRAIN_01,Healthy,11427
BRAIN_01,Healthy,14438
BRAIN_01,Healthy,5321
BRAIN_01,Healthy,6151
BRAIN_01,Healthy,5092
BRAIN_01,Healthy,3803
BRAIN_01,Healthy,21682
BRAIN_01,Healthy,2705
BRAIN_01,Healthy,15757
BRAIN_01,Healthy,16161
BRAIN_01,Healthy,27535
BRAIN_01,Healthy,993
BRAIN_01,Healthy,5685
BRAIN_01,Healthy,4954
BRAIN_01,Healthy,1489
BRAIN_01,Healthy,1333
BRAIN_01,Healthy,12453
BRAIN_01,Healthy,11678
BRAIN_01,Healthy,8546
BRAIN_01,Healthy,2238
BRAIN_01,Healthy,1095
BRAIN_01,Healthy,1692
BRAIN_01,Healthy,2305
BRAIN_01,Healthy,2407
BRAIN_01,Healthy,3884
BRAIN_01,Healthy,11305
BRAIN_01,Healthy,12113
BRAIN_01,Healthy,22965
BRAIN_01,Healthy,14840
BRAIN_01,Healthy,7477
BRAIN_01,Healthy,3656
BRAIN_01,Healthy,10113
BRAIN_01,Healthy,4078
BRAIN_01,Healthy,4694
BRAIN_01,Healthy,10331
BRAIN_01,Healthy,2275
BRAIN_01,Healthy,5388
BRAIN_01,Healthy,9893
BRAIN_01,Healthy,10559
BRAIN_01,Healthy,13809
BRAIN_01,Healthy,4292
BRAIN_01,Healthy,10859
BRAIN_01,Healthy,4333
BRAIN_01,Healthy,4400
BRAIN_01,Healthy,7555
BRAIN_01,Healthy,6320
BRAIN_01,Healthy,1894
BRAIN_01,Healthy,2278
BRAIN_01,Healthy,12974
BRAIN_01,Healthy,7418
BRAIN_01,Healthy,2845
BRAIN_01,Healthy,12487
BRAIN_01,Healthy,3109
BRAIN_01,Healthy,6272
BRAIN_01,Healthy,5921
BRAIN_01,Healthy,6305
BRAIN_01,Healthy,6043
BRAIN_01,Healthy,2807
BRAIN_01,Healthy,2181
BRAIN_01,Healthy,3153
BRAIN_01,Healthy,1473
BRAIN_01,Healthy,17368
BRAIN_01,Healthy,12102
BRAIN_01,Healthy,6527
BRAIN_01,Healthy,7275
BRAIN_01,Healthy,19319
BRAIN_01,Healthy,7527
BRAIN_01,Healthy,12912
BRAIN_01,Healthy,1420
BRAIN_01,Healthy,2228
BRAIN_01,Healthy,1663
BRAIN_01,Healthy,9982
BRAIN_01,Healthy,6385
BRAIN_01,Healthy,12359
BRAIN_01,Healthy,11848
BRAIN_01,Healthy,12051
BRAIN_01,Healthy,7587
BRAIN_01,Healthy,1970
BRAIN_01,Healthy,6655
BRAIN_01,Healthy,8460
BRAIN_01,Healthy,3308
BRAIN_01,Healthy,2697
BRAIN_01,Healthy,10483
BRAIN_01,Healthy,10478
BRAIN_01,Healthy,13847
BRAIN_01,Healthy,5882
BRAIN_01,Healthy,11887
BRAIN_01,Healthy,2375
BRAIN_01,Healthy,17519
BRAIN_01,Healthy,13987
BRAIN_01,Healthy,9357
BRAIN_01,Healthy,8722
BRAIN_01,Healthy,8837
BRAIN_01,Healthy,10273
BRAIN_01,Healthy,13217
BRAIN_01,Healthy,4224
BRAIN_01,Healthy,1958
BRAIN_01,Healthy,1166
BRAIN_01,Healthy,3825
BRAIN_01,Healthy,8447
BRAIN_01,Healthy,12441
BRAIN_01,Healthy,3718
BRAIN_01,Healthy,3202
BRAIN_01,Healthy,9220
BRAIN_01,Healthy,1722
BRAIN_01,Healthy,5491
BRAIN_01,Healthy,14667
BRAIN_01,Healthy,13656
BRAIN_01,Healthy,12864
BRAIN_01,Healthy,3851
BRAIN_01,Healthy,5972
BRAIN_01,Healthy,10158
BRAIN_01,Healthy,21611
BRAIN_01,Healthy,18701
BRAIN_01,Healthy,6291
BRAIN_01,Healthy,9019
BRAIN_01,Healthy,9932
BRAIN_01,Healthy,2698
BRAIN_01,Healthy,23585
BRAIN_01,Healthy,2394
BRAIN_01,Healthy,2742
BRAIN_01,Healthy,5204
BRAIN_01,Healthy,9447
BRAIN_01,Healthy,2739
BRAIN_01,Healthy,10683
BRAIN_01,Healthy,7819
BRAIN_01,Healthy,4842
BRAIN_01,Healthy,18953
BRAIN_01,Healthy,9973
BRAIN_01,Healthy,3660
BRAIN_01,Healthy,21761
BRAIN_01,Healthy,954
BRAIN_01,Healthy,14066
BRAIN_01,Healthy,15287
BRAIN_01,Healthy,16670
BRAIN_01,Healthy,5987
BRAIN_01,Healthy,8405
BRAIN_01,Healthy,6002
BRAIN_01,Healthy,10940
BRAIN_01,Healthy,3089
BRAIN_01,Healthy,23162
BRAIN_01,Healthy,16303
BRAIN_01,Healthy,4166
BRAIN_01,Healthy,14573
BRAIN_01,Healthy,5715
BRAIN_01,Healthy,5733
BRAIN_01,Healthy,4972
BRAIN_01,Healthy,10281
BRAIN_01,Healthy,11865
BRAIN_01,Healthy,1604
BRAIN_01,Healthy,1412
BRAIN_01,Healthy,14969
BRAIN_01,Healthy,1181
BRAIN_01,Healthy,6568
BRAIN_01,Healthy,931
BRAIN_01,Healthy,5864
BRAIN_01,Healthy,3387
BRAIN_01,Healthy,1974
BRAIN_01,Healthy,10961
BRAIN_01,Healthy,6714
BRAIN_01,Healthy,7274
BRAIN_01,Healthy,7825
BRAIN_01,Healthy,5927
BRAIN_01,Healthy,8067
BRAIN_01,Healthy,29057
BRAIN_01,Healthy,11543
BRAIN_01,Healthy,2892
BRAIN_01,Healthy,11811
BRAIN_01,Healthy,9032
BRAIN_01,Healthy,8214
BRAIN_01,Healthy,22741
BRAIN_01,Healthy,7454
BRAIN_01,Healthy,18340
BRAIN_01,Healthy,6796
BRAIN_01,Healthy,4318
BRAIN_01,Healthy,13610
BRAIN_01,Healthy,6335
BRAIN_01,Healthy,20507
BRAIN_01,Healthy,9676
BRAIN_01,Healthy,22506
BRAIN_01,Healthy,1657
BRAIN_01,Healthy,15108
BRAIN_01,Healthy,13725
BRAIN_01,Healthy,10141
BRAIN_01,Healthy,1149
BRAIN_01,Healthy,2106
BRAIN_01,Healthy,11062
BRAIN_01,Healthy,1124
BRAIN_01,Healthy,18470
BRAIN_01,Healthy,4438
BRAIN_01,Healthy,21935
BRAIN_01,Healthy,1401
BRAIN_01,Healthy,4160
BRAIN_01,Healthy,6897
BRAIN_01,Healthy,1766
BRAIN_01,Healthy,10250
BRAIN_01,Healthy,2335
BRAIN_01,Healthy,1767
BRAIN_01,Healthy,3085
BRAIN_01,Healthy,22701
BRAIN_01,Healthy,15289
BRAIN_01,Healthy,5891
BRAIN_01,Healthy,1746
BRAIN_01,Healthy,2306
BRAIN_01,Healthy,4323
BRAIN_01,Healthy,2463
BRAIN_01,Healthy,15846
BRAIN_01,Healthy,1881
BRAIN_01,Healthy,13615
BRAIN_01,Healthy,4327
BRAIN_01,Healthy,10597
BRAIN_01,Healthy,3962
BRAIN_01,Healthy,4505
BRAIN_01,Healthy,4990
BRAIN_01,Healthy,7333
BRAIN_01,Healthy,14217
BRAIN_01,Healthy,2069
BRAIN_01,Healthy,10221
BRAIN_01,Healthy,2644
BRAIN_01,Healthy,11532
BRAIN_01,Healthy,1589
BRAIN_01,Healthy,2570
BRAIN_01,Healthy,13287
BRAIN_01,Healthy,2812
BRAIN_01,Healthy,1489
BRAIN_01,Healthy,3240
BRAIN_01,Healthy,12455
BRAIN_01,Healthy,1171
BRAIN_01,Healthy,10054
BRAIN_01,Healthy,10378
BRAIN_01,Healthy,8655
BRAIN_01,Healthy,4564
BRAIN_01,Healthy,10130
BRAIN_01,Healthy,1183
BRAIN_01,Healthy,2380
BRAIN_01,Healthy,1926
BRAIN_01,Healthy,2675
BRAIN_01,Healthy,2966
BRAIN_01,Healthy,1869
BRAIN_01,Healthy,2412
BRAIN_01,Healthy,2996
BRAIN_01,Healthy,4770
BRAIN_01,Healthy,14388
BRAIN_01,Healthy,14967
BRAIN_01,Healthy,9520
BRAIN_01,Healthy,14110
BRAIN_01,Healthy,1672
BRAIN_01,Healthy,12642
BRAIN_01,Healthy,1944
BRAIN_01,Healthy,2171
BRAIN_01,Healthy,13319
BRAIN_01,Healthy,3236
BRAIN_01,Healthy,4643
BRAIN_01,Healthy,16848
BRAIN_01,Healthy,2082
BRAIN_01,Healthy,6394
BRAIN_01,Healthy,12631
BRAIN_01,Healthy,2730
BRAIN_01,Healthy,11307
BRAIN_01,Healthy,7616
BRAIN_01,Healthy,4494
BRAIN_01,Healthy,6704
BRAIN_01,Healthy,12859
BRAIN_01,Healthy,11507
BRAIN_01,Healthy,7524
BRAIN_01,Healthy,11352
BRAIN_01,Healthy,5962
BRAIN_01,Healthy,3310
BRAIN_01,Healthy,2448
BRAIN_01,Healthy,11858
BRAIN_01,Healthy,9008
BRAIN_01,Healthy,8307
BRAIN_01,Healthy,4826
BRAIN_01,Healthy,7792
BRAIN_01,Healthy,7692
BRAIN_01,Healthy,12398
BRAIN_01,Healthy,3849
BRAIN_01,Healthy,17294
BRAIN_01,Healthy,10347
BRAIN_01,Healthy,12494
BRAIN_01,Healthy,19697
BRAIN_01,Healthy,2953
BRAIN_01,Healthy,14337
BRAIN_01,Healthy,13542
BRAIN_01,Healthy,8740
BRAIN_01,Healthy,9168
BRAIN_01,Healthy,12767
BRAIN_01,Healthy,15057
BRAIN_01,Healthy,6098
BRAIN_01,Healthy,4133
BRAIN_01,Healthy,12370
BRAIN_01,Healthy,23880
BRAIN_01,Healthy,5467
BRAIN_01,Healthy,6307
BRAIN_01,Healthy,8182
BRAIN_01,Healthy,15240
BRAIN_01,Healthy,6459
BRAIN_01,Healthy,4442
BRAIN_01,Healthy,3164
BRAIN_01,Healthy,1609
BRAIN_01,Healthy,16492
BRAIN_01,Healthy,8278
BRAIN_01,Healthy,11271
BRAIN_01,Healthy,6196
BRAIN_01,Healthy,3021
BRAIN_01,Healthy,3368
BRAIN_01,Healthy,7489
BRAIN_01,Healthy,19163
BRAIN_01,Healthy,10282
BRAIN_01,Healthy,3407
BRAIN_01,Healthy,6623
BRAIN_01,Healthy,1200
BRAIN_01,Healthy,9398
BRAIN_01,Healthy,6841
BRAIN_01,Healthy,2288
BRAIN_01,Healthy,1180
BRAIN_01,Healthy,6997
BRAIN_01,Healthy,2585
BRAIN_01,Healthy,2183
BRAIN_01,Healthy,15262
BRAIN_01,Healthy,7316
BRAIN_01,Healthy,19327
BRAIN_01,Healthy,2232
BRAIN_01,Healthy,9489
BRAIN_01,Healthy,3426
BRAIN_01,Healthy,22404
BRAIN_01,Healthy,10115
BRAIN_01,Healthy,15055
BRAIN_01,Healthy,1129
BRAIN_01,Healthy,3718
BRAIN_01,Healthy,24288
BRAIN_01,Healthy,12825
BRAIN_01,Healthy,2432
BRAIN_01,Healthy,15972
BRAIN_01,Healthy,23500
BRAIN_01,Healthy,6690
BRAIN_01,Healthy,4718
BRAIN_01,Healthy,4654
BRAIN_01,Healthy,6830
BRAIN_01,Healthy,3046
BRAIN_01,Healthy,6833
BRAIN_01,Healthy,12454
BRAIN_01,Healthy,10667
BRAIN_01,Healthy,10746
BRAIN_01,Healthy,1332
BRAIN_01,Healthy,1201
BRAIN_01,Healthy,9616
BRAIN_01,Healthy,4666
BRAIN_01,Healthy,14361
BRAIN_01,Healthy,1934
BRAIN_01,Healthy,12678
BRAIN_01,Healthy,14611
BRAIN_01,Healthy,20574
BRAIN_01,Healthy,1223
BRAIN_01,Healthy,25568
BRAIN_01,Healthy,14096
BRAIN_01,Healthy,14481
BRAIN_01,Healthy,10098
BRAIN_01,Healthy,1667
BRAIN_01,Healthy,7415
BRAIN_01,Healthy,23157
BRAIN_01,Healthy,10141
BRAIN_01,Healthy,1264
BRAIN_01,Healthy,3596
BRAIN_01,Healthy,6381
BRAIN_01,Healthy,4515
BRAIN_01,Healthy,15132
BRAIN_01,Healthy,8631
BRAIN_01,Healthy,6968
BRAIN_01,Healthy,7368
BRAIN_01,Healthy,28185
BRAIN_01,Healthy,10883
BRAIN_01,Healthy,4395
BRAIN_01,Healthy,11326
BRAIN_01,Healthy,4066
BRAIN_01,Healthy,7883
BRAIN_01,Healthy,11564
BRAIN_01,Healthy,2074
BRAIN_01,Healthy,2343
BRAIN_01,Healthy,3461
BRAIN_01,Healthy,14895
BRAIN_01,Healthy,22947
BRAIN_01,Healthy,11092
BRAIN_01,Healthy,3022
BRAIN_01,Healthy,4240
BRAIN_01,Healthy,4389
BRAIN_01,Healthy,4081
BRAIN_01,Healthy,17824
BRAIN_01,Healthy,7894
BRAIN_01,Healthy,10227
BRAIN_01,Healthy,3215
BRAIN_01,Healthy,14974
BRAIN_01,Healthy,14537
BRAIN_01,Healthy,2450
BRAIN_01,Healthy,15232
BRAIN_01,Healthy,3298
BRAIN_01,Healthy,1609
BRAIN_01,Healthy,12748
BRAIN_01,Healthy,12710
BRAIN_01,Healthy,22341
BRAIN_01,Healthy,8324
BRAIN_01,Healthy,7515
BRAIN_01,Healthy,9854
BRAIN_01,Healthy,7544
BRAIN_01,Healthy,13492
BRAIN_01,Healthy,5127
BRAIN_01,Healthy,9852
BRAIN_01,Healthy,7479
BRAIN_01,Healthy,3015
BRAIN_01,Healthy,21128
BRAIN_01,Healthy,8468
BRAIN_01,Healthy,11625
BRAIN_01,Healthy,1622
BRAIN_01,Healthy,15816
BRAIN_01,Healthy,8440
BRAIN_01,Healthy,6321
BRAIN_01,Healthy,2811
BRAIN_01,Healthy,15952
BRAIN_01,Healthy,11161
BRAIN_01,Healthy,14653
BRAIN_01,Healthy,6704
BRAIN_01,Healthy,12008
BRAIN_01,Healthy,13989
BRAIN_01,Healthy,4861
BRAIN_01,Healthy,24153
BRAIN_01,Healthy,5903
BRAIN_01,Healthy,4326
BRAIN_01,Healthy,5830
BRAIN_01,Healthy,13147
BRAIN_01,Healthy,7317
BRAIN_01,Healthy,12750
BRAIN_01,Healthy,8327
BRAIN_01,Healthy,11933
BRAIN_01,Healthy,2016
BRAIN_01,Healthy,2687
BRAIN_01,Healthy,11500
BRAIN_01,Healthy,13383
BRAIN_01,Healthy,5215
BRAIN_01,Healthy,9911
BRAIN_01,Healthy,9370
BRAIN_01,Healthy,2215
BRAIN_01,Healthy,7811
BRAIN_01,Healthy,23134
BRAIN_01,Healthy,19545
BRAIN_01,Healthy,20636
BRAIN_01,Healthy,27348
BRAIN_01,Healthy,20199
BRAIN_01,Healthy,2869
BRAIN_01,Healthy,25973
BRAIN_01,Healthy,12299
BRAIN_01,Healthy,5445
BRAIN_01,Healthy,3125
BRAIN_01,Healthy,1632
BRAIN_01,Healthy,10554
BRAIN_01,Healthy,21193
BRAIN_01,Healthy,11701
BRAIN_01,Healthy,10143
BRAIN_01,Healthy,5995
BRAIN_01,Healthy,15099
BRAIN_01,Healthy,17054
BRAIN_01,Healthy,1140
BRAIN_01,Healthy,1321
BRAIN_01,Healthy,12653
BRAIN_01,Healthy,7581
BRAIN_01,Healthy,14013
BRAIN_01,Healthy,14041
BRAIN_01,Healthy,2109
BRAIN_01,Healthy,5457
BRAIN_01,Healthy,8420
BRAIN_01,Healthy,4181
BRAIN_01,Healthy,3670
BRAIN_01,Healthy,13749
BRAIN_01,Healthy,15202
BRAIN_01,Healthy,10908
BRAIN_01,Healthy,14722
BRAIN_01,Healthy,7261
BRAIN_01,Healthy,11893
BRAIN_01,Healthy,5401
BRAIN_01,Healthy,15715
BRAIN_01,Healthy,11489
BRAIN_01,Healthy,23373
BRAIN_01,Healthy,11680
BRAIN_01,Healthy,8092
BRAIN_01,Healthy,7271
BRAIN_01,Healthy,28780
BRAIN_01,Healthy,12089
BRAIN_01,Healthy,17829
BRAIN_01,Healthy,15334
BRAIN_01,Healthy,17253
BRAIN_01,Healthy,6565
BRAIN_01,Healthy,7756
BRAIN_01,Healthy,3962
BRAIN_01,Healthy,15810
BRAIN_01,Healthy,11695
BRAIN_01,Healthy,12591
BRAIN_01,Healthy,4064
BRAIN_01,Healthy,3778
BRAIN_01,Healthy,15860
BRAIN_01,Healthy,9409
BRAIN_01,Healthy,2273
BRAIN_01,Healthy,29799
BRAIN_01,Healthy,18405
BRAIN_01,Healthy,7837
BRAIN_01,Healthy,2084
BRAIN_01,Healthy,1870
BRAIN_01,Healthy,11157
BRAIN_01,Healthy,8274
BRAIN_01,Healthy,14963
BRAIN_01,Healthy,4749
BRAIN_01,Healthy,10030
BRAIN_01,Healthy,12827
BRAIN_01,Healthy,3084
BRAIN_01,Healthy,9316
BRAIN_01,Healthy,15562
BRAIN_01,Healthy,5455
BRAIN_01,Healthy,22182
BRAIN_01,Healthy,5544
BRAIN_01,Healthy,13980
BRAIN_01,Healthy,11532
BRAIN_01,Healthy,3984
BRAIN_01,Healthy,986
BRAIN_01,Healthy,4382
BRAIN_01,Healthy,11271
BRAIN_01,Healthy,5049
BRAIN_01,Healthy,3240
BRAIN_01,Healthy,4551
BRAIN_01,Healthy,18704
BRAIN_01,Healthy,16407
BRAIN_01,Healthy,13794
BRAIN_01,Healthy,10413
BRAIN_01,Healthy,14550
BRAIN_01,Healthy,17304
BRAIN_01,Healthy,4209
BRAIN_01,Healthy,22098
BRAIN_01,Healthy,6938
BRAIN_01,Healthy,10367
BRAIN_01,Healthy,4069
BRAIN_01,Healthy,16256
BRAIN_01,Healthy,14183
BRAIN_01,Healthy,14401
BRAIN_01,Healthy,9784
BRAIN_01,Healthy,1105
BRAIN_01,Healthy,9415
BRAIN_01,Healthy,9701
BRAIN_01,Healthy,5301
BRAIN_01,Healthy,18973
BRAIN_01,Healthy,6768
BRAIN_01,Healthy,13794
BRAIN_01,Healthy,3687
BRAIN_01,Healthy,2385
BRAIN_01,Healthy,1665
BRAIN_01,Healthy,17645
BRAIN_01,Healthy,12332
BRAIN_01,Healthy,1545
BRAIN_01,Healthy,4068
BRAIN_01,Healthy,12483
BRAIN_01,Healthy,4053
BRAIN_01,Healthy,15325
BRAIN_01,Healthy,8747
BRAIN_01,Healthy,6844
BRAIN_01,Healthy,13534
BRAIN_01,Healthy,1065
BRAIN_01,Healthy,9454
BRAIN_01,Healthy,11074
BRAIN_01,Healthy,6958
BRAIN_01,Healthy,11538
BRAIN_01,Healthy,17406
BRAIN_01,Healthy,10049
BRAIN_01,Healthy,7520
BRAIN_01,Healthy,1432
BRAIN_01,Healthy,11216
BRAIN_01,Healthy,5236
BRAIN_01,Healthy,4973
BRAIN_01,Healthy,7867
BRAIN_01,Healthy,5417
BRAIN_01,Healthy,26990
BRAIN_01,Healthy,10892
BRAIN_01,Healthy,3041
BRAIN_01,Healthy,1794
BRAIN_01,Healthy,14570
BRAIN_01,Healthy,2753
BRAIN_01,Healthy,1802
BRAIN_01,Healthy,19028
BRAIN_01,Healthy,9445
BRAIN_01,Healthy,13548
BRAIN_01,Healthy,5463
BRAIN_01,Healthy,9029
BRAIN_01,Healthy,19636
BRAIN_01,Healthy,12901
BRAIN_01,Healthy,15283
BRAIN_01,Healthy,9282
BRAIN_01,Healthy,13720
BRAIN_01,Healthy,14170
BRAIN_01,Healthy,16543
BRAIN_01,Healthy,2439
BRAIN_01,Healthy,15251
BRAIN_01,Healthy,5916
BRAIN_01,Healthy,6688
BRAIN_01,Healthy,9399
BRAIN_01,Healthy,3070
BRAIN_01,Healthy,1846
BRAIN_01,Healthy,29319
BRAIN_01,Healthy,13832
BRAIN_01,Healthy,9025
BRAIN_01,Healthy,5061
BRAIN_01,Healthy,16342
BRAIN_01,Healthy,31281
BRAIN_01,Healthy,1537
BRAIN_01,Healthy,14152
BRAIN_01,Healthy,16549
BRAIN_01,Healthy,2012
BRAIN_01,Healthy,12072
BRAIN_01,Healthy,1474
BRAIN_01,Healthy,4632
BRAIN_01,Healthy,3019
BRAIN_01,Healthy,17018
BRAIN_01,Healthy,31020
BRAIN_01,Healthy,6283
BRAIN_01,Healthy,12891
BRAIN_01,Healthy,7578
BRAIN_01,Healthy,9649
BRAIN_01,Healthy,15833
BRAIN_01,Healthy,7009
BRAIN_01,Healthy,8466
BRAIN_01,Healthy,12714
BRAIN_01,Healthy,11685
BRAIN_01,Healthy,1112
BRAIN_01,Healthy,9763
BRAIN_01,Healthy,959
BRAIN_01,Healthy,16089
BRAIN_01,Healthy,1285
BRAIN_01,Healthy,3833
BRAIN_01,Healthy,6248
BRAIN_01,Healthy,11943
BRAIN_01,Healthy,2180
BRAIN_01,Healthy,3711
BRAIN_01,Healthy,11145
BRAIN_01,Healthy,11966
BRAIN_01,Healthy,17475
BRAIN_01,Healthy,11726
BRAIN_01,Healthy,9846
BRAIN_01,Healthy,12344
BRAIN_01,Healthy,1492
BRAIN_01,Healthy,24296
BRAIN_01,Healthy,18435
BRAIN_01,Healthy,7523
BRAIN_01,Healthy,12367
BRAIN_01,Healthy,2369
BRAIN_01,Healthy,3096
BRAIN_01,Healthy,10488
BRAIN_01,Healthy,4045
BRAIN_01,Healthy,25081
BRAIN_01,Healthy,25191
BRAIN_01,Healthy,8342
BRAIN_01,Healthy,1973
BRAIN_01,Healthy,1726
BRAIN_01,Healthy,11938
BRAIN_01,Healthy,13018
BRAIN_01,Healthy,20095
BRAIN_01,Healthy,3293
BRAIN_01,Healthy,31192
BRAIN_01,Healthy,18251
BRAIN_01,Healthy,4512
BRAIN_01,Healthy,5282
BRAIN_01,Healthy,2670
BRAIN_01,Healthy,19215
BRAIN_01,Healthy,14632
BRAIN_01,Healthy,21305
BRAIN_01,Healthy,11020
BRAIN_01,Healthy,8308
BRAIN_01,Healthy,1716
BRAIN_01,Healthy,5445
BRAIN_01,Healthy,5609
BRAIN_01,Healthy,1838
BRAIN_01,Healthy,19721
BRAIN_01,Healthy,2526
BRAIN_01,Healthy,6748
BRAIN_01,Healthy,1170
BRAIN_01,Healthy,6886
BRAIN_01,Healthy,6477
BRAIN_01,Healthy,13501
BRAIN_01,Healthy,7836
BRAIN_01,Healthy,6809
BRAIN_01,Healthy,5077
BRAIN_01,Healthy,3421
BRAIN_01,Healthy,14655
BRAIN_01,Healthy,7333
BRAIN_01,Healthy,1265
BRAIN_01,Healthy,13423
BRAIN_01,Healthy,17004
BRAIN_01,Healthy,6763
BRAIN_01,Healthy,5107
BRAIN_01,Healthy,21075
BRAIN_01,Healthy,32786
BRAIN_01,Healthy,19878
BRAIN_01,Healthy,5817
BRAIN_01,Healthy,2798
BRAIN_01,Healthy,11774
BRAIN_01,Healthy,4247
BRAIN_01,Healthy,7488
BRAIN_01,Healthy,11213
BRAIN_01,Healthy,14057
BRAIN_01,Healthy,20124
BRAIN_01,Healthy,2759
BRAIN_01,Healthy,2563
BRAIN_01,Healthy,2406
BRAIN_01,Healthy,3776
BRAIN_01,Healthy,26119
BRAIN_01,Healthy,23408
BRAIN_01,Healthy,13303
BRAIN_01,Healthy,30531
BRAIN_01,Healthy,20765
BRAIN_01,Healthy,9371
BRAIN_01,Healthy,24546
BRAIN_01,Healthy,13540
BRAIN_01,Healthy,3223
BRAIN_01,Healthy,15568
BRAIN_01,Healthy,10266
BRAIN_01,Healthy,4931
BRAIN_01,Healthy,22745
BRAIN_01,Healthy,28217
BRAIN_01,Healthy,5353
BRAIN_01,Healthy,19415
BRAIN_01,Healthy,23251
BRAIN_01,Healthy,7210
BRAIN_01,Healthy,3749
BRAIN_01,Healthy,6155
BRAIN_01,Healthy,3331
BRAIN_01,Healthy,4382
BRAIN_01,Healthy,12361
BRAIN_01,Healthy,3260
BRAIN_01,Healthy,21865
BRAIN_01,Healthy,6265
BRAIN_01,Healthy,2684
BRAIN_01,Healthy,3841
BRAIN_01,Healthy,14719
BRAIN_01,Healthy,1605
BRAIN_01,Healthy,1410
BRAIN_01,Healthy,10437
BRAIN_01,Healthy,6269
BRAIN_01,Healthy,7321
BRAIN_01,Healthy,11077
BRAIN_01,Healthy,15001
BRAIN_01,Healthy,2122
BRAIN_01,Healthy,17806
BRAIN_01,Healthy,11130
BRAIN_01,Healthy,8722
BRAIN_01,Healthy,931
BRAIN_01,Healthy,4759
BRAIN_01,Healthy,18524
BRAIN_01,Healthy,14665
BRAIN_01,Healthy,9874
BRAIN_01,Healthy,7373
BRAIN_01,Healthy,12850
BRAIN_01,Healthy,6394
BRAIN_01,Healthy,3744
BRAIN_01,Healthy,5267
BRAIN_01,Healthy,5297
BRAIN_01,Healthy,4798
BRAIN_01,Healthy,7557
BRAIN_01,Healthy,13022
BRAIN_01,Healthy,18246
BRAIN_01,Healthy,9514
BRAIN_01,Healthy,13867
BRAIN_01,Healthy,10503
BRAIN_01,Healthy,1043
BRAIN_01,Healthy,1780
BRAIN_01,Healthy,2608
BRAIN_01,Healthy,3215
BRAIN_01,Healthy,1875
BRAIN_01,Healthy,8069
BRAIN_01,Healthy,7513
BRAIN_01,Healthy,5202
BRAIN_01,Healthy,4274
BRAIN_01,Healthy,9416
BRAIN_01,Healthy,22055
BRAIN_01,Healthy,3788
BRAIN_01,Healthy,14430
BRAIN_01,Healthy,25284
BRAIN_01,Healthy,15292
BRAIN_01,Healthy,9633
BRAIN_01,Healthy,10284
BRAIN_01,Healthy,4218
BRAIN_01,Healthy,9847
BRAIN_01,Healthy,33064
BRAIN_01,Healthy,10661
