gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,comparison,direction
Cep104,4.71817252029766e-5,0.32874794298012455,0.244,0.143,0.8998970447963727,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mbp,5.919614579357427e-5,0.32874744829251545,0.404,0.278,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Golga2,5.301505673127569e-7,0.3287243190514977,0.415,0.255,0.010111561770356213,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Anks1,0.04859657479720993,0.3286866851670306,0.284,0.223,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sdk2,0.2332915776723361,0.3286354982860358,0.138,0.115,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp319,8.265394902023806e-5,0.32856519985971855,0.219,0.125,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bad,4.269162901975088e-5,0.3281055710975156,0.273,0.168,0.8142574402937085,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zkscan8,0.021413469079558458,0.32806244758646574,0.142,0.095,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccdc124,3.479941174057762e-10,0.3278876169887156,0.517,0.311,6.63729180128037e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Add1,2.8050238618697835e-8,0.32782288240790836,0.81,0.648,5.350022011744238e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Osbp,3.12731724297921e-5,0.3277119318523182,0.341,0.216,0.5964732177534248,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mief1,0.0015185180054594725,0.3274807864127163,0.242,0.16,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gga3,2.2599113145247576e-4,0.32720989657360144,0.203,0.119,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Vps35,2.3006292653696395e-5,0.3271662035783687,0.44,0.303,0.43879901978395136,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Klhl11,4.428792076305414e-5,0.3270742423532831,0.33,0.21,0.8447035127137316,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Naa30,7.0891997252465e-4,0.3269955176779681,0.323,0.223,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp574,0.019659446134114772,0.3269500057467416,0.21,0.156,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sfi1,0.0018610026419644222,0.3268104954755322,0.253,0.171,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Lztr1,5.082572727328416e-7,0.32653624831850364,0.485,0.316,0.009693990962833486,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pigb,0.02316554863367531,0.32650487305607534,0.219,0.163,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trappc4,1.2636135102567254e-7,0.32637070602204726,0.533,0.362,0.0024100900481126525,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Snx10,1.559456374873786e-6,0.32626226586938745,0.46,0.299,0.02974351143796772,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nr2f2,0.0027860177092944778,0.3262146742164369,0.183,0.115,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Adgrb2,1.1504896169524425e-5,0.3259725025355278,0.603,0.449,0.21943288464133937,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp317,1.0376393875283991e-4,0.3258905428280269,0.298,0.191,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mtss2,9.415058489941756e-13,0.32577497303397074,0.93,0.808,1.795734105786591e-8,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mki67,1.0588923265538968e-4,0.32573009136026254,0.19,0.104,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp74,0.010261697084716791,0.3252270684493126,0.163,0.108,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Setd3,9.40104190401649e-5,0.32507565650648296,0.546,0.404,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stk38,4.54836157504394e-6,0.32498227969142784,0.465,0.316,0.08675090032081308,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ubp1,2.985370560218461e-7,0.32477839627825966,0.465,0.296,0.0056939972695046704,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Senp2,0.03134109795020767,0.324534032437795,0.21,0.156,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uso1,1.7989842239416234e-5,0.32453180592048647,0.381,0.254,0.34312026103238585,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Triap1,0.0017041320810155314,0.32446412545508085,0.158,0.094,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ythdc1,0.002409680232105019,0.32444717474282103,0.244,0.167,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Erg28,1.2265250938120184e-6,0.3243197558846859,0.49,0.331,0.023393513114276628,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hnrnpa0,0.002406423476310271,0.3242611266219181,0.289,0.202,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Josd1,5.714263647651814e-7,0.32383664323176,0.318,0.178,0.010898815055166305,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nfkb1,8.721438054803429e-4,0.3238202652590314,0.3,0.206,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eif1a,2.465612130741971e-6,0.32377842872786056,0.332,0.194,0.04702662016964162,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cdyl,0.0016087274369709858,0.3237664342584986,0.302,0.21,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ost4,0.002013092589505057,0.3235118576808984,0.233,0.157,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Olfm2,1.865901066099932e-7,0.32347919859524277,0.799,0.61,0.0035588331033724004,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Aarsd1,1.5307663555512587e-5,0.3233605419612512,0.366,0.236,0.2919630669942916,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gnptab,1.3204356634874002e-4,0.3232044743864043,0.37,0.264,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Clcn6,0.003811514137711662,0.3230675589178553,0.237,0.164,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rpa2,0.004529581801991352,0.32305167486152486,0.156,0.098,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nfkbib,1.610201591256237e-5,0.3229178269298507,0.312,0.191,0.3071137495003021,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp938,0.026731540608713314,0.3228084009374319,0.108,0.07,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tarsl2,0.0015108210173272105,0.3226649202192884,0.133,0.074,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fam20b,4.672692427991222e-8,0.3225874604372272,0.494,0.311,8.912226267907658e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nucks1,5.2206209544870305e-9,0.32236327423459854,0.483,0.288,9.957290346493114e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slirp,2.3939423024388376e-6,0.3223503148703086,0.49,0.331,0.045659661534415946,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gng11,8.778448782698299e-4,0.3221378056861588,0.323,0.227,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Myo10,3.3543064281402093e-4,0.32210929998507387,0.729,0.614,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sirt2,1.6476589697262032e-5,0.3220724470435272,0.822,0.697,0.3142579952958787,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Meaf6,0.003714835419450215,0.32202029649379305,0.26,0.182,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atg16l2,0.0595860222048164,0.3218759541579961,0.108,0.076,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gabrg3,0.0763505183594303,0.321843361409071,0.113,0.081,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccnt1,0.048372462893955366,0.3218228329481172,0.174,0.129,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cul2,7.669302641773557e-8,0.3216589868454677,0.397,0.231,0.0014627660928654704,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Bicral,3.8069443906803226e-4,0.32139677595977933,0.244,0.153,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ruvbl1,0.0021548431621597774,0.32105376300492416,0.214,0.14,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Qdpr,1.3312224300437453e-7,0.3207596324329661,0.512,0.318,0.0025390405408224352,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ttbk2,1.8080062142836754e-5,0.3205764545116849,0.275,0.158,0.3448410252503254,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Wsb2,1.0395704052947749e-4,0.32035402726299167,0.339,0.227,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atxn2,3.6747645632115625e-4,0.32022281452661716,0.485,0.358,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Drg2,9.105542106104772e-5,0.32013355766602447,0.431,0.3,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Uba1,3.678176971135053e-8,0.3200925579540441,0.842,0.705,7.015386937045887e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Map3k7,0.0020126249875407403,0.3200231278278356,0.185,0.116,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hmgcr,9.057694133468208e-4,0.31964014094859416,0.508,0.404,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
AU040320,0.0011801550400870324,0.31958898083162124,0.359,0.259,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rcbtb2,2.1276739156195328e-5,0.31944317117662424,0.44,0.297,0.4058112459261135,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Usp47,1.1511937589754123e-6,0.31923693120670166,0.409,0.254,0.02195671856493804,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Npas1,0.010140400048643246,0.31917889941393973,0.108,0.065,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trim3,1.668803953279897e-4,0.3191447055123867,0.368,0.255,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tceal8,1.298116177441839e-8,0.3189255851065109,0.666,0.482,2.4758969852348194e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cpne3,3.650532355864478e-7,0.3188961368999146,0.508,0.337,0.006962660362340319,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ipo5,7.478434857346998e-6,0.3187331572101806,0.521,0.37,0.1426361880341793,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hsp90b1,1.496409058207945e-6,0.3185053497003547,0.842,0.68,0.02854100996720013,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prpf38a,6.415291454998258e-9,0.3184942847278515,0.451,0.269,1.2235885392118177e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc25a12,6.791862903264534e-4,0.31845625002626565,0.368,0.262,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnf144a,4.70301126678805e-6,0.31839801061460776,0.465,0.314,0.08970053389144848,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cdc40,4.990457164750607e-4,0.3181733609711548,0.205,0.123,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Vasn,3.864142301549266e-6,0.31807744049414954,0.467,0.313,0.07370078611744915,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dmxl1,1.6609396567213692e-05,0.31803671338209427,0.418,0.276,0.31679102072646675,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gnpnat1,1.589373523430564e-4,0.3179603264283988,0.174,0.094,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ell,0.17627982168768905,0.31794357056324984,0.163,0.133,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Utp4,0.0022715361457633916,0.31786893803820315,0.185,0.118,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rbck1,2.6568137720505053e-7,0.31782126171327485,0.339,0.191,0.005067340907431929,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pggt1b,0.018454220364584592,0.31782000508687314,0.235,0.173,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gnb2,9.121189473314367e-6,0.31781539859928243,0.684,0.52,0.17396844682452492,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pnrc2,3.5837852062293417e-7,0.31777449419922643,0.517,0.351,0.006835353523841224,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dhx36,1.641545782573527e-5,0.31776788869983813,0.485,0.339,0.3130920271102488,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pias1,0.001329636971417958,0.31771940908970675,0.318,0.224,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sbk1,1.3433754720094314e-4,0.31771554942453084,0.361,0.244,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atf5,1.594024890953454e-5,0.3175438471409971,0.33,0.205,0.3040283674515523,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gripap1,2.964535277917858e-6,0.3174912183721321,0.323,0.189,0.05654258135572731,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mocs2,6.920966202676283e-8,0.3169907496237966,0.673,0.474,0.0013200358838364474,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cldnd1,4.357072573373055e-7,0.3169537734416077,0.822,0.659,0.008310244519194428,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Acot7,4.0268265130234313e-4,0.3169093065685392,0.273,0.18,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Arf6,1.7402472525214913e-5,0.3168340956581073,0.442,0.3,0.331917358473424,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnft2,5.101729347789916e-4,0.31648022705093104,0.253,0.161,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atp13a2,1.5135088611268257e-4,0.3160874961271489,0.4,0.278,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mapk14,4.669415763583969e-4,0.3160691690107384,0.391,0.285,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fam53a,0.011741391862469946,0.31588745646051075,0.153,0.101,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Foxo4,7.707452821156594e-10,0.3158706406572387,0.275,0.123,1.4700424765791972e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Aaas,6.070467150599219e-7,0.315720975232503,0.278,0.15,0.01157820199633789,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mtmr4,9.096385527907445e-5,0.31529074063395446,0.266,0.164,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mvd,0.025001817728519185,0.31488172692270733,0.167,0.118,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psmd12,9.360739170112113e-8,0.31458972435099075,0.569,0.386,0.0017853737819154834,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Phkg2,0.013134851431797857,0.3145032207440177,0.228,0.167,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hes5,0.36448123939507043,0.31427565583686756,0.37,0.358,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp180,0.0051357806765684735,0.31399751395805886,0.129,0.077,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rab18,4.98709656650259e-8,0.31390820662934527,0.815,0.655,9.51188928129039e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Selenom,0.001985000305569143,0.3137665847750053,0.591,0.46,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rnf41,0.005839544153690345,0.31367938187899247,0.269,0.195,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Man1a2,0.005729038896674944,0.3135133428463064,0.314,0.233,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stk11,4.148568436678408e-10,0.31337786704785314,0.569,0.352,7.912564579276728e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psmb1,5.149956907041745e-8,0.31331798488324086,0.56,0.37,9.82251280880072e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pclaf,1.5696239663719945e-4,0.3130616880681887,0.149,0.076,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Abi2,5.884974240717319e-6,0.3127993259554458,0.546,0.4,0.11224411369320143,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rab2b,3.022920856605422e-4,0.31222788098423004,0.14,0.072,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cdc42ep1,3.431838414962166e-5,0.3121622833127867,0.571,0.419,0.6545545408857338,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mdfic,0.042783752492440034,0.31215578301059566,0.178,0.13,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Wdr83os,5.472910085461021e-8,0.3120197881499138,0.675,0.47,0.0010438481405999807,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pkp4,5.402813542198548e-10,0.3118694481495003,0.393,0.21,1.030478626903529e-5,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mpc2,1.4080358257599238e-6,0.3118047685408185,0.668,0.508,0.026855467304719025,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Usp28,0.005408996842330466,0.3116202999926192,0.149,0.093,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rassf8,0.0014885537845206877,0.31155193876654785,0.33,0.237,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pcmtd1,9.95705530734139e-8,0.3114920842521492,0.424,0.259,0.0018991091587692232,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ints7,9.118816500453518e-4,0.311320906322869,0.205,0.126,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ipo4,1.8298965182724495e-5,0.31111786020928034,0.411,0.271,0.3490161629301043,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zdhhc6,5.645519502033559e-7,0.310988935914455,0.375,0.229,0.010767699346228607,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nt5dc3,0.011625599225780596,0.31080758452214363,0.187,0.13,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prpf40a,9.854009635354317e-5,0.31074922276917916,0.409,0.292,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Anp32a,3.7540932538979097e-6,0.3107062912346972,0.682,0.508,0.07160182063159483,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mapk1ip1l,2.7602389480518788e-5,0.3104824887409769,0.397,0.265,0.5264603745619348,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dnajc13,9.825230334770635e-6,0.31035356804557745,0.354,0.223,0.18739661817508033,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Spred1,7.80540744015818e-7,0.3100223455595823,0.842,0.721,0.014887253610613696,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tsen15,0.09955253769146753,0.3099416152443282,0.153,0.119,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Astn1,2.0056612578033416e-5,0.30985070305055484,0.677,0.532,0.38253977170083137,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndufaf2,3.2143813008569136e-4,0.30980873038074774,0.316,0.213,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Qk,1.2638482234036054e-10,0.3094822333030578,0.982,0.965,2.4105377164976963e-6,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cep19,6.644387684314286e-4,0.3087465174818289,0.226,0.142,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
E2f5,5.493014664218697e-6,0.308711023941014,0.332,0.205,0.10476826869064321,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mepce,1.4019516121561984e-4,0.3086205366262402,0.287,0.184,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ndufs7,2.5078904379205736e-5,0.307980217633509,0.609,0.454,0.478329943224591,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ufd1,2.5941476710680206e-5,0.3078895394074913,0.377,0.252,0.4947817853028036,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zswim6,6.150165768735206e-6,0.30785338751407276,0.314,0.189,0.11730211170708658,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Elp5,5.585617053844802e-6,0.3077177353858467,0.449,0.297,0.10653447406798192,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Etfdh,4.54235474060348e-6,0.3072752633401765,0.436,0.279,0.08663633196753018,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mypop,5.255285295564449e-6,0.30721007652601484,0.298,0.171,0.10023405644230074,Neopl-ACR_vs_Astrocyte-R,Shared/NS
D5Ertd579e,2.0816729442697954e-7,0.3069009908724508,0.519,0.342,0.003970374806605781,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hspa8,1.4743088152158647e-5,0.3068929098641464,0.831,0.71,0.28119492032612187,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tmem167b,4.671804825259036e-5,0.306823547560401,0.429,0.292,0.891053334321656,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Mro,1.3104788556273414e-4,0.3066128853628325,0.357,0.245,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cox5b,3.910381465512002e-7,0.30660746637307945,0.725,0.541,0.007458270569171041,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gyg,8.994007448433584e-7,0.30601903622889093,0.571,0.396,0.017154270406397373,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psmd8,3.9425873780546096e-5,0.30594480910705824,0.499,0.359,0.7519696906163557,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Pfkfb2,0.0012577562900341216,0.30575202175442495,0.244,0.16,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zfp106,8.654954066303478e-9,0.3055603653312242,0.542,0.345,1.6507593890660623e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tbce,0.0103264067538186,0.3055140043781479,0.19,0.13,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cdc42,1.1650844133668399e-7,0.30537232479061527,0.804,0.648,0.0022221655016145736,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eif2s2,3.625811832989636e-6,0.3053263652266558,0.395,0.25,0.06915510909061133,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gapvd1,2.860105392304462e-4,0.30510381637080786,0.442,0.316,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccnh,1.6111018045020654e-4,0.3047719886155218,0.309,0.201,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Nt5m,7.79835696058655e-6,0.30459231483985083,0.341,0.209,0.14873806230926725,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ehd1,8.847592059791949e-4,0.3044501129408904,0.291,0.201,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Eif2d,0.0011709191338627504,0.3040583979557234,0.21,0.135,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Calr,9.793553228551705e-6,0.30399138248964175,0.729,0.576,0.18679244072816667,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rc3h2,9.233225366591508e-7,0.30383033016674144,0.427,0.268,0.017610530741699982,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dynlt3,3.030789067282286e-8,0.3036332327873699,0.621,0.417,5.780623988027504e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccdc122,0.002063969184905143,0.30337299552940555,0.12,0.066,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Snx21,0.03186257128891877,0.30288504242674175,0.244,0.189,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ighmbp2,0.020209485946970564,0.3027438907615583,0.102,0.063,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Capn10,8.999464422081754e-5,0.3027388608548367,0.248,0.149,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fabp7,0.05580616043696444,0.3027342860902147,0.941,0.923,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Rgs7,0.003817111845466328,0.30256427194941704,0.262,0.187,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fzr1,0.006603268591363648,0.3022734434067499,0.298,0.219,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Hnrnpf,3.6276846260725534e-8,0.302032945675836,0.542,0.349,6.919082887308181e-4,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Trappc8,0.007436525458453393,0.3019254691509463,0.336,0.259,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Atp2b1,4.805212114948906e-5,0.301755209269802,0.526,0.391,0.9164981066842048,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tex2,8.36699889897113e-5,0.30164532277725625,0.402,0.276,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stard3nl,1.239144580024785e-7,0.30148675887252474,0.512,0.328,0.0023634204574812722,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Polr2k,2.6008631999044995e-5,0.3013886342282903,0.255,0.15,0.49606263811778517,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gltp,8.459067796936045e-7,0.3013648066114749,0.53,0.359,0.01613398000909612,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Dph3,9.612137049431007e-5,0.30131850229811064,0.359,0.238,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc30a5,5.51503012721326e-6,0.30129160039285136,0.494,0.345,0.10518816961633852,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Zkscan6,0.005642261359566048,0.30127925251855814,0.129,0.077,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ccdc32,1.1502493133367637e-4,0.3011293574402323,0.174,0.093,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Ralgps1,0.008739977265509723,0.30097138220343456,0.196,0.135,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Psma3,5.634361378612034e-6,0.30057091268199043,0.591,0.447,0.10746417457426732,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prmt2,3.112207860065976e-7,0.30052783951451345,0.479,0.31,0.0059359140515038355,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Prr14,3.651872824368562e-4,0.30052389247967726,0.332,0.223,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Acp1,8.182425145437664e-7,0.3004638239753452,0.386,0.233,0.015606339479893256,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sos1,2.036786201686539e-4,0.30033136034954033,0.273,0.175,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Cep350,1.8316971047615977e-6,0.2996187704241924,0.316,0.182,0.034935958879117955,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Chd2,7.091492110421565e-6,0.29927502067449385,0.359,0.223,0.1352560290220705,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sugt1,2.119690985363171e-7,0.29908809604907294,0.49,0.32,0.004042886616383176,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Arl2bp,1.2327897219473464e-6,0.298963566182309,0.707,0.534,0.02351299836670174,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Slc19a1,0.017835428663657102,0.2987109011336484,0.167,0.116,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Gfm1,0.001073611717460434,0.29870497167267174,0.278,0.187,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Tead1,3.1947711145382614e-6,0.2986811495901564,0.585,0.429,0.06093386946758826,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Sap130,0.003381394812792515,0.29867045400728887,0.248,0.17,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Fam13b,0.006080681655528093,0.2982822829624141,0.223,0.156,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
Stx17,0.0022962047660245797,0.2978546721098956,0.199,0.129,1,Neopl-ACR_vs_Astrocyte-R,Shared/NS
